"FID","CODIGO_ACC","FORMULARIO","FECHA_OCUR","HORA_OCURR","ANO_OCURRE","MES_OCURRE","DIA_OCURRE","FECHA_HORA","DIRECCION","CLASE_ACC","LOCALIDAD","CODIGO_VEH","CONDICION","MUERTE_POS","FECHA_POST","GENERO","EDAD","GRUPO ETARIO","UPL","CATEGORÍA"
"1383","12856309","A001567868","44999","19:31:00","2023","MARZO","MARTES","44999","KR 10 - CL 24  02","CHOQUE","USME","1","MOTOCICLISTA","S","45001","MASCULINO","23","JUVENTUD","Cuenca del Tunjuelo","FATAL"
"1037","12854909","A001567869","44986","02:14:00","2023","MARZO","MIERCOLES","44986","AV AVENIDA CIUDAD DE CALI - CL 14  02","CHOQUE","KENNEDY","2","CONDUCTOR","N","","MASCULINO","27","JUVENTUD","Tintal","FATAL"
"903","12854906","A001567891","44986","03:20:00","2023","MARZO","MIERCOLES","44986","KR 72 - CL 3  02","VOLCAMIENTO","KENNEDY","1","MOTOCICLISTA","N","","MASCULINO","26","JUVENTUD","Kennedy","FATAL"
"1549","12857755","A001567925","45016","07:03:00","2023","MARZO","VIERNES","45016","AU SUR - KR 75 K 02","CHOQUE","BOSA","2","CICLISTA","N","","MASCULINO","27","JUVENTUD","Bosa","FATAL"
"1637","12855954","A001567936","44998","06:00:00","2023","MARZO","LUNES","44998","CL 42 S- KR 80 J 02","CHOQUE","KENNEDY","2","CICLISTA","N","","FEMENINO","44","ADULTEZ","Patio Bonito","FATAL"
"2225","12855260","A001567953","44989","04:50:00","2023","MARZO","SABADO","44989","AV AVENIDA BOYACA - AV AVENIDA DE LAS AMERICAS  02","CHOQUE","KENNEDY","1","MOTOCICLISTA","N","","MASCULINO","29","ADULTEZ","Tintal","FATAL"
"1757","12856129","A001568014","45000","20:00:00","2023","MARZO","MIERCOLES","45000","CL 71 B S- KR 15  02","VOLCAMIENTO","CIUDAD BOLIVAR","2","MOTOCICLISTA","N","","MASCULINO","44","ADULTEZ","Lucero","FATAL"
"1500","12855862","A001568044","44992","21:00:00","2023","MARZO","MARTES","44992","CL 73 - KR 106  02","CHOQUE","ENGATIVA","2","CICLISTA","S","45002","MASCULINO","61","ADULTO MAYOR","Engativá","FATAL"
"775","12855535","A001568056","44991","07:12:00","2023","MARZO","LUNES","44991","KR 72 - CL 1  02","CHOQUE","KENNEDY","1","MOTOCICLISTA","S","44993","MASCULINO","25","JUVENTUD","Kennedy","FATAL"
"1620","12855851","A001568142","44997","06:03:00","2023","MARZO","DOMINGO","44997","CL 171 - KR 93  02","CHOQUE","SUBA","2","MOTOCICLISTA","N","","MASCULINO","28","JUVENTUD","Torca","FATAL"
"1282","12856399","A001568219","45003","20:26:00","2023","MARZO","SABADO","45003","TV 9 A - CL 48 D S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","N","","FEMENINO","64","ADULTO MAYOR","Rafael Uribe","FATAL"
"1663","12858978","A001568230","45028","15:42:00","2023","ABRIL","MIERCOLES","45028","KR 23 - CL 67  02","ATROPELLO","BARRIOS UNIDOS","0","PEATON","S","45037","FEMENINO","78","ADULTO MAYOR","Barrios Unidos","FATAL"
"1063","12856506","A001568231","45006","10:09:00","2023","MARZO","MARTES","45006","KR 86 - CL 6 A 02","CHOQUE","KENNEDY","2","MOTOCICLISTA","N","","FEMENINO","35","ADULTEZ","Tintal","FATAL"
"1547","12857751","A001568233","45016","23:55:00","2023","MARZO","VIERNES","45016","KR 30 - CL 56  02","CHOQUE","TEUSAQUILLO","2","MOTOCICLISTA","N","","MASCULINO","42","ADULTEZ","Teusaquillo","FATAL"
"1495","12856149","A001568319","44999","09:38:00","2023","MARZO","MARTES","44999","AC 26 - KR 59  02","ATROPELLO","TEUSAQUILLO","0","PEATON","S","44999","MASCULINO","61","ADULTO MAYOR","Teusaquillo","FATAL"
"1136","12858184","A001568321","45017","04:47:00","2023","ABRIL","SABADO","45017","KR 91 - CL 90  02","CHOQUE","ENGATIVA","2","MOTOCICLISTA","S","45017","MASCULINO","28","JUVENTUD","Tabora","FATAL"
"1761","12858035","A001568353","45012","11:29:00","2023","MARZO","LUNES","45012","CL 48 P S- KR 5 I 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","45016","MASCULINO","83","ADULTO MAYOR","Rafael Uribe","FATAL"
"464","12857211","A001568413","45013","14:27:00","2023","MARZO","MARTES","45013","KR 86 - CL 46 S 02","CHOQUE","KENNEDY","1","MOTOCICLISTA","N","","FEMENINO","22","JUVENTUD","Edén","FATAL"
"1283","12856585","A001568416","45002","21:51:00","2023","MARZO","VIERNES","45002","CL 13 - KR 114  02","ATROPELLO","FONTIBON","0","PEATON","S","45002","MASCULINO","71","ADULTO MAYOR","Fontibón","FATAL"
"1261","12856354","A001568434","45000","10:49:00","2023","MARZO","MIERCOLES","45000","KR 3 - CL 49 B BIS A S 02","CHOQUE","RAFAEL URIBE URIBE","0","PEATON","S","45001","FEMENINO","71","ADULTO MAYOR","Rafael Uribe","FATAL"
"1131","12856266","A001568473","45001","14:15:00","2023","MARZO","JUEVES","45001","CL 45 - KR 27  02","ATROPELLO","TEUSAQUILLO","0","PEATON","S","45000","FEMENINO","22","JUVENTUD","Teusaquillo","FATAL"
"799","12856131","A001568490","45000","22:00:00","2023","MARZO","MIERCOLES","45000","CL 80 - KR 120  02","CHOQUE","ENGATIVA","2","MOTOCICLISTA","N","","FEMENINO","26","JUVENTUD","Engativá","FATAL"
"1510","12856937","A001568508","45009","19:50:00","2023","MARZO","VIERNES","45009","KR 19 - CL 60 C S 02","CAIDA DE OCUPANTE","CIUDAD BOLIVAR","0","PASAJERO","N",""," ","0","PRIMERA INFANCIA","Lucero","FATAL"
"1819","12858662","A001568536","45025","12:16:00","2023","ABRIL","DOMINGO","45025","AC 72 - KR 52  02","ATROPELLO","BARRIOS UNIDOS","0","PEATON","S","45044","FEMENINO","77","ADULTO MAYOR","Barrios Unidos","FATAL"
"2123","12858541","A001568607","45022","02:30:00","2023","ABRIL","JUEVES","45022","AV AVENIDA CARACAS - CL 46 S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","S","45024","MASCULINO","40","ADULTEZ","Restrepo","FATAL"
"1529","12857062","A001568615","45009","22:05:00","2023","MARZO","VIERNES","45009","KR 10 - CL 15  02","ATROPELLO","SANTA FE","0","PEATON","S","45009","MASCULINO","52","ADULTEZ","Centro Histórico","FATAL"
"1809","12867436","A001568616","45117","07:39:00","2023","JULIO","LUNES","45117","AV AVENIDA TRANSVERSAL DE SUBA - KR 83  02","CHOQUE","SUBA","1","CONDUCTOR","S","45121"," ","0","PRIMERA INFANCIA","Suba","FATAL"
"1312","12856583","A001568627","45003","20:00:00","2023","MARZO","SABADO","45003","AV AVENIDA BOYACA - KR 26  02","CHOQUE","TUNJUELITO","1","MOTOCICLISTA","S","45005","FEMENINO","38","ADULTEZ","Tunjuelito","FATAL"
"1385","12856597","A001568637","45007","05:10:00","2023","MARZO","MIERCOLES","45007","CL 13 - KR 104  02","VOLCAMIENTO","FONTIBON","1","MOTOCICLISTA","N","","MASCULINO","34","ADULTEZ","Fontibón","FATAL"
"1531","12857169","A001568641","45005","05:00:00","2023","MARZO","LUNES","45005","KR 9 B - CL 76 A S 02","CHOQUE","USME","2","PASAJERO","S","45011","MASCULINO","42","ADULTEZ","Rafael Uribe","FATAL"
"1881","12861261","A001568656","45056","14:20:00","2023","MAYO","MIERCOLES","45056","AV AVENIDA CIUDAD DE QUITO - CL 63 B 02","VOLCAMIENTO","BARRIOS UNIDOS","2","MOTOCICLISTA","N","","MASCULINO","51","ADULTEZ","Barrios Unidos","FATAL"
"1533","12856405","A001568675","45005","14:49:00","2023","MARZO","LUNES","45005","KR 68 - CL 40 S 02","VOLCAMIENTO","KENNEDY","2","MOTOCICLISTA","N","","MASCULINO","22","JUVENTUD","Kennedy","FATAL"
"1530","12857093","A001568679","45012","18:10:00","2023","MARZO","LUNES","45012","KR 116 - CL 19 A 02","CHOQUE","FONTIBON","2","CICLISTA","S","45012","FEMENINO","30","ADULTEZ","Fontibón","FATAL"
"1262","12857338","A001568695","45014","20:10:00","2023","MARZO","MIERCOLES","45014","KR 1 - CL 88 A S 02","ATROPELLO","USME","0","PEATON","N","","MASCULINO","47","ADULTEZ","Usme - Entrenubes","FATAL"
"1678","12856582","A001568703","45006","04:30:00","2023","MARZO","MARTES","45006","CL 46 S- KR 82  02","CHOQUE","KENNEDY","2","MOTOCICLISTA","S","45007","MASCULINO","23","JUVENTUD","Edén","FATAL"
"1137","12858099","A001568792","45017","21:02:00","2023","ABRIL","SABADO","45017","AV AVENIDA PRIMERO DE MAYO - CL 35 B S 02","ATROPELLO","KENNEDY","0","PEATON","S","45019","MASCULINO","65","ADULTO MAYOR","Kennedy","FATAL"
"1266","12858712","A001568801","45010","21:30:00","2023","MARZO","SABADO","45010","AK 86 - AV AVENIDA CIUDAD DE VILLAVICENCIO  02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","74","ADULTO MAYOR","Patio Bonito","FATAL"
"1005","12858348","A001568818","45025","00:30:00","2023","ABRIL","DOMINGO","45025","DG 55 S- TV 13 C E 02","ATROPELLO","SAN CRISTOBAL","0","PEATON","N","","FEMENINO","40","ADULTEZ","Usme - Entrenubes","FATAL"
"1548","12857781","A001568917","45015","19:45:00","2023","MARZO","JUEVES","45015","KR 24 - CL 32 S 02","CHOQUE","RAFAEL URIBE URIBE","2","CICLISTA","S","45016","MASCULINO","47","ADULTEZ","Restrepo","FATAL"
"1668","12857728","A001568931","45012","08:48:00","2023","MARZO","LUNES","45012","CL 63 - KR 70 C 02","CHOQUE","ENGATIVA","3","MOTOCICLISTA","S","45016","MASCULINO","26","JUVENTUD","Salitre","FATAL"
"926","12857557","A001568985","45014","00:36:00","2023","MARZO","MIERCOLES","45014","AV AVENIDA DE LAS AMERICAS - KR 69 B 02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","63","ADULTO MAYOR","Kennedy","FATAL"
"1020","12857331","A001569000","45014","23:10:00","2023","MARZO","MIERCOLES","45014","AV AVENIDA PRIMERO DE MAYO - CL 38 S 02","VOLCAMIENTO","KENNEDY","1","MOTOCICLISTA","N","","MASCULINO","25","JUVENTUD","Kennedy","FATAL"
"880","12858353","A001569004","45021","18:10:00","2023","ABRIL","MIERCOLES","45021","CL 17 - KR 100  02","CHOQUE","FONTIBON","2","CICLISTA","N","","MASCULINO","46","ADULTEZ","Fontibón","FATAL"
"1800","12857950","A001569064","45017","13:40:00","2023","ABRIL","SABADO","45017","CL 60 S- KR 88 C 02","CHOQUE","BOSA","2","MOTOCICLISTA","S","45018","MASCULINO","23","JUVENTUD","Edén","FATAL"
"1012","12861852","A001569130","45060","02:15:00","2023","MAYO","DOMINGO","45060","CL 134 - KR 9  02","CHOQUE","USAQUEN","2","MOTOCICLISTA","N","","MASCULINO","32","ADULTEZ","Usaquén","FATAL"
"1546","12857753","A001569136","45016","23:40:00","2023","MARZO","VIERNES","45016","CL 174 - KR 135  02","VOLCAMIENTO","SUBA","1","MOTOCICLISTA","N","","MASCULINO","47","ADULTEZ","Torca","FATAL"
"879","12858115","A001569153","45017","05:11:00","2023","ABRIL","SABADO","45017","KR 7 - CL 67  02","CHOQUE","CHAPINERO","2","MOTOCICLISTA","S","45025","MASCULINO","27","JUVENTUD","Chapinero","FATAL"
"882","12858357","A001569157","45023","17:00:00","2023","ABRIL","VIERNES","45023","CL 74 A S- KR 18 A 02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","N","","FEMENINO","84","ADULTO MAYOR","Lucero","FATAL"
"1415","12859518","A001569173","45034","16:30:00","2023","ABRIL","MARTES","45034","KR 7 - CL 171 A 02","ATROPELLO","USAQUEN","0","PEATON","S","45138","MASCULINO","69","ADULTO MAYOR","Toberín","FATAL"
"2113","12860156","A001569229","45042","12:30:00","2023","ABRIL","MIERCOLES","45042","AV AVENIDA DE LAS AMERICAS - KR 50  02","CHOQUE","PUENTE ARANDA","1","MOTOCICLISTA","N","","MASCULINO","24","JUVENTUD","Puente Aranda","FATAL"
"1921","12858481","A001569232","45026","17:21:00","2023","ABRIL","LUNES","45026","KR 14 V - CL 73 D BIS S 02","ATROPELLO","USME","0","PEATON","S","45026","MASCULINO","88","ADULTO MAYOR","Rafael Uribe","FATAL"
"2096","12859241","A001569233","45032","19:20:00","2023","ABRIL","DOMINGO","45032","KR 33 - CL 51 S 02","ATROPELLO","TUNJUELITO","0","PEATON","S","45041","MASCULINO","68","ADULTO MAYOR","Tunjuelito","FATAL"
"1662","12858916","A001569270","45026","19:15:00","2023","ABRIL","LUNES","45026","KR 10 - CL 22  02","ATROPELLO","SANTA FE","0","PEATON","S","45028","MASCULINO","43","ADULTEZ","Centro Histórico","FATAL"
"881","12860617","A001569289","45020","19:20:00","2023","ABRIL","MARTES","45020","CL 42 G S- KR 86 G 02","ATROPELLO","KENNEDY","0","PEATON","S","45024","MASCULINO","59","ADULTEZ","Patio Bonito","FATAL"
"1035","12861848","A001569300","45059","23:26:00","2023","MAYO","SABADO","45059","KR 100 - CL 15  02","CHOQUE","FONTIBON","1","MOTOCICLISTA","S","45060","MASCULINO","34","ADULTEZ","Fontibón","FATAL"
"1747","12859823","A001569372","45040","02:15:00","2023","ABRIL","LUNES","45040","AV AVENIDA CARACAS - KR 5 Z 02","ATROPELLO","TUNJUELITO","0","PEATON","N","","MASCULINO","20","JUVENTUD","Tunjuelito","FATAL"
"1004","12858368","A001569394","45025","13:40:00","2023","ABRIL","DOMINGO","45025","KR 5 - CL 39  02","CHOQUE","CHAPINERO","1","CICLISTA","S","45025","MASCULINO","21","JUVENTUD","Centro Histórico","FATAL"
"2255","12858793","A001569412","45028","21:45:00","2023","ABRIL","MIERCOLES","45028","KR 68 - CL 39 F S 02","CHOQUE","KENNEDY","2","MOTOCICLISTA","N","","MASCULINO","35","ADULTEZ","Kennedy","FATAL"
"2256","12858831","A001569416","45027","11:30:00","2023","ABRIL","MARTES","45027","CL 174 A - KR 54 A 02","ATROPELLO","SUBA","0","PEATON","S","45029","FEMENINO","75","ADULTO MAYOR","Britalia","FATAL"
"2097","12860862","A001569429","45054","17:30:00","2023","MAYO","LUNES","45054","KR 9 - CL 165  02","ATROPELLO","USAQUEN","0","PEATON","N","","MASCULINO","63","ADULTO MAYOR","Toberín","FATAL"
"1033","12860582","A001569430","45049","05:31:00","2023","MAYO","MIERCOLES","45049","CL 26 S- KR 78 K 02","CHOQUE","KENNEDY","2","CICLISTA","N","","FEMENINO","61","ADULTO MAYOR","Kennedy","FATAL"
"2008","12858797","A001569446","45028","08:35:00","2023","ABRIL","MIERCOLES","45028","CL 63 S- KR 92  02","VOLCAMIENTO","BOSA","2","MOTOCICLISTA","N","","MASCULINO","33","ADULTEZ","Porvenir","FATAL"
"1820","12859550","A001569463","45036","12:07:00","2023","ABRIL","JUEVES","45036","AV AVENIDA CARACAS - CL 32 S 02","ATROPELLO","RAFAEL URIBE URIBE","0","PEATON","N","","MASCULINO","22","JUVENTUD","Restrepo","FATAL"
"2007","12858800","A001569480","45028","14:21:00","2023","ABRIL","MIERCOLES","45028","DG 49 B BIS A S- KR 1  02","CHOQUE","RAFAEL URIBE URIBE","1","MOTOCICLISTA","N","","MASCULINO","31","ADULTEZ","Rafael Uribe","FATAL"
"1539","12858993","A001569523","45029","20:35:00","2023","ABRIL","JUEVES","45029","KR 14 - CL 6  02","CHOQUE","SANTA FE","2","PASAJERO","S","45071","FEMENINO","42","ADULTEZ","Centro Histórico","FATAL"
"1634","12859821","A001569565","45039","20:40:00","2023","ABRIL","DOMINGO","45039","KR 71 B - CL 68 S 02","CHOQUE","CIUDAD BOLIVAR","1","MOTOCICLISTA","N","","MASCULINO","19","JUVENTUD","Arborizadora","FATAL"
"460","12860219","A001569580","45040","15:45:00","2023","ABRIL","LUNES","45040","KR 14 V - CL 72 B BIS A S 02","CHOQUE","USME","1","MOTOCICLISTA","S","45070","MASCULINO","23","JUVENTUD","Rafael Uribe","FATAL"
"1635","12859826","A001569613","45038","21:04:00","2023","ABRIL","SABADO","45038","KR 80 - CL 57 S 02","ATROPELLO","KENNEDY","0","PEATON","S","45039"," ","0","PRIMERA INFANCIA","Edén","FATAL"
"1034","12862220","A001569621","45066","06:01:00","2023","MAYO","SABADO","45066","CL 6 - KR 72 C 02","CHOQUE","KENNEDY","1","MOTOCICLISTA","N","","MASCULINO","24","JUVENTUD","Kennedy","FATAL"
"932","12859893","A001569706","45040","05:20:00","2023","ABRIL","LUNES","45040","CL 57 R S- KR 63  02","VOLCAMIENTO","CIUDAD BOLIVAR","1","MOTOCICLISTA","N","","MASCULINO","29","ADULTEZ","Arborizadora","FATAL"
"2095","12859191","A001569713","45033","04:40:00","2023","ABRIL","LUNES","45033","AU SUR - AV AVENIDA BOYACA  02","CHOQUE","KENNEDY","1","CICLISTA","N","","MASCULINO","24","JUVENTUD","Kennedy","FATAL"
"14","12862789","A001569727","45074","04:10:00","2023","MAYO","DOMINGO","45074","CL 69 S- KR 11  02","CHOQUE","USME","1","MOTOCICLISTA","N","","FEMENINO","27","JUVENTUD","Rafael Uribe","FATAL"
"2348","12860893","A001569816","45048","13:30:00","2023","MAYO","MARTES","45048","AK 6 - CL 38  02","CHOQUE","PUENTE ARANDA","2","CICLISTA","S","45049","MASCULINO","68","ADULTO MAYOR","Puente Aranda","FATAL"
"1273","12862216","A001569817","45066","22:00:00","2023","MAYO","SABADO","45066","CL 80 - KR 119  02","ATROPELLO","ENGATIVA","0","PEATON","N","","MASCULINO","53","ADULTEZ","Engativá","FATAL"
"2374","12860211","A001569859","45040","19:32:00","2023","ABRIL","LUNES","45040","CL 72 - KR 58  02","ATROPELLO","BARRIOS UNIDOS","0","PEATON","S","45055","MASCULINO","79","ADULTO MAYOR","Barrios Unidos","FATAL"
"1524","12859547","A001569893","45036","21:05:00","2023","ABRIL","JUEVES","45036","KR 128 - CL 17  02","CHOQUE","FONTIBON","1","MOTOCICLISTA","S","45036","MASCULINO","31","ADULTEZ","Fontibón","FATAL"
"1008","12860761","A001569906","45050","23:10:00","2023","MAYO","JUEVES","45050","CL 6 - KR 5  02","CHOQUE","SANTA FE","2","MOTOCICLISTA","N","","MASCULINO","17","ADOLESCENCIA","Centro Histórico","FATAL"
"461","12860222","A001569944","45043","05:40:00","2023","ABRIL","JUEVES","45043","CL 24 - KR 112  02","CHOQUE","FONTIBON","1","MOTOCICLISTA","N","","MASCULINO","24","JUVENTUD","Fontibón","FATAL"
"462","12860226","A001569944","45043","05:40:00","2023","ABRIL","JUEVES","45043","CL 24 - KR 112  02","CHOQUE","FONTIBON","1","PASAJERO","N","","MASCULINO","33","ADULTEZ","Fontibón","FATAL"
"884","12860773","A001569946","45051","11:36:00","2023","MAYO","VIERNES","45051","KR 30 - CL 50  02","CHOQUE","TEUSAQUILLO","1","MOTOCICLISTA","S","45051","MASCULINO","45","ADULTEZ","Teusaquillo","FATAL"
"1141","12860389","A001569954","45045","04:30:00","2023","ABRIL","SABADO","45045","CL 183 - KR 7 C 02","CHOQUE","USAQUEN","2","MOTOCICLISTA","N","","MASCULINO","34","ADULTEZ","Toberín","FATAL"
"1698","12861216","A001570006","45052","13:28:00","2023","MAYO","SABADO","45052","KR 6 E- CL 42 S 02","ATROPELLO","SAN CRISTOBAL","0","PEATON","S","45055","MASCULINO","37","ADULTEZ","San Cristóbal","FATAL"
"1113","12860391","A001570015","45045","03:40:00","2023","ABRIL","SABADO","45045","CL 71 B - KR 10 S 02","CHOQUE","USME","2","MOTOCICLISTA","N","","MASCULINO","31","ADULTEZ","Rafael Uribe","FATAL"
"1031","12860609","A001570024","45045","22:20:00","2023","ABRIL","SABADO","45045","KR 10 - CL 10 S 02","CHOQUE","SAN CRISTOBAL","2","CICLISTA","S","45046","MASCULINO","16","ADOLESCENCIA","San Cristóbal","FATAL"
"494","12860039","A001570105","45042","01:30:00","2023","ABRIL","MIERCOLES","45042","AK 30 - CL 72  02","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA","N","","MASCULINO","23","JUVENTUD","Barrios Unidos","FATAL"
"2375","12860223","A001570126","45043","15:35:00","2023","ABRIL","JUEVES","45043","KR 27 - CL 9  02","CHOQUE","LOS MARTIRES","2","MOTOCICLISTA","N","","MASCULINO","18","JUVENTUD","Centro Histórico","FATAL"
"1129","12865051","A001570170","45050","14:07:00","2023","MAYO","JUEVES","45050","KR 104 - CL 152 C 02","ATROPELLO","SUBA","0","PEATON","N","","FEMENINO","77","ADULTO MAYOR","Suba","FATAL"
"1032","12860584","A001570173","45049","08:15:00","2023","MAYO","MIERCOLES","45049","KR 14 - CL 81 S 02","ATROPELLO","USME","0","PEATON","N","","FEMENINO","46","ADULTEZ","Rafael Uribe","FATAL"
"1127","12865668","A001570199","45102","04:00:00","2023","JUNIO","DOMINGO","45102","AC 80 - KR 110  02","CHOQUE","ENGATIVA","1","MOTOCICLISTA","N","","MASCULINO","26","JUVENTUD","Engativá","FATAL"
"1128","12865669","A001570199","45102","04:00:00","2023","JUNIO","DOMINGO","45102","AC 80 - KR 110  02","CHOQUE","ENGATIVA","1","PASAJERO","N","","FEMENINO","32","ADULTEZ","Engativá","FATAL"
"1646","12863918","A001570200","45081","05:15:00","2023","JUNIO","DOMINGO","45081","CL 26 - KR 85 B 02","ATROPELLO","FONTIBON","0","PEATON","S","45081"," ","0","PRIMERA INFANCIA","Salitre","FATAL"
"1007","12860776","A001570224","45053","00:56:00","2023","MAYO","DOMINGO","45053","KR 30 - CL 26  02","CHOQUE","TEUSAQUILLO","2","MOTOCICLISTA","S","45053","MASCULINO","37","ADULTEZ","Teusaquillo","FATAL"
"1997","12860860","A001570361","45054","09:23:00","2023","MAYO","LUNES","45054","CL 132 - KR 109  02","ATROPELLO","SUBA","0","PEATON","S","45054","MASCULINO","67","ADULTO MAYOR","Rincón de Suba","FATAL"
"1880","12862169","A001570364","45062","11:01:00","2023","MAYO","MARTES","45062","AU SUR - CL 71  02","ATROPELLO","CIUDAD BOLIVAR","0","PEATON","S","45064","MASCULINO","51","ADULTEZ","Arborizadora","FATAL"
"2000","12862055","A001570383","45062","10:00:00","2023","MAYO","MARTES","45062","KR 116 - CL 13  02","ATROPELLO","FONTIBON","0","PEATON","N","","MASCULINO","64","ADULTO MAYOR","Fontibón","FATAL"
"883","12860772","A001570425","45051","08:27:00","2023","MAYO","VIERNES","45051","KR 7 - CL 188  02","ATROPELLO","USAQUEN","0","PEATON","N","","MASCULINO","86","ADULTO MAYOR","Toberín","FATAL"
"1271","12862234","A001570429","45066","08:55:00","2023","MAYO","SABADO","45066","CL 9 - TV 7 E 02","CHOQUE","SANTA FE","1","CICLISTA","S","45089","MASCULINO","36","ADULTEZ","Cerros Orientales","FATAL"
"1132","12865672","A001570497","45101","02:41:00","2023","JUNIO","SABADO","45101","AC 13 - KR 39  02","CHOQUE","PUENTE ARANDA","2","CICLISTA","N","","MASCULINO","45","ADULTEZ","Puente Aranda","FATAL"
"1397","12861454","A001570499","45053","08:05:00","2023","MAYO","DOMINGO","45053","KR 20 - CL 75  02","CHOQUE","BARRIOS UNIDOS","1","MOTOCICLISTA","S","45068","MASCULINO","48","ADULTEZ","Barrios Unidos","FATAL"
"1272","12862219","A001570524","45067","02:44:00","2023","MAYO","DOMINGO","45067","CL 68 B S- KR 9 A 02","ATROPELLO","USME","0","PEATON","N","","MASCULINO","35","ADULTEZ","Rafael Uribe","FATAL"
"1058","12866554","A001570546","45111","07:53:00","2023","JULIO","MARTES","45111","AV AVENIDA CIUDAD DE QUITO - CL 41  02","VOLCAMIENTO","TEUSAQUILLO","1","MOTOCICLISTA","N","","MASCULINO","33","ADULTEZ","Teusaquillo","FATAL"
"1078","12862224","A001570553","45066","03:14:00","2023","MAYO","SABADO","45066","TV 74 F - CL 40 B S 02","ATROPELLO","KENNEDY","0","PEATON","N","","MASCULINO","40","ADULTEZ","Kennedy","FATAL"
"1399","12862304","A001570582","45064","13:20:00","2023","MAYO","JUEVES","45064","KR 13 E- CL 43 A S 02","CHOQUE","SAN CRISTOBAL","2","MOTOCICLISTA","S","45074","MASCULINO","27","JUVENTUD","San Cristóbal","FATAL"
"1774","12863733","A001570600","45079","17:12:00","2023","JUNIO","VIERNES","45079","AV AVENIDA BOYACA - CL 152  02","ATROPELLO","SUBA","0","PEATON","N","","MASCULINO","81","ADULTO MAYOR","Britalia","FATAL"
"1636","12861958","A001570629","45061","10:11:00","2023","MAYO","LUNES","45061","CL 6 - KR 68  02","CHOQUE","KENNEDY","2","MOTOCICLISTA","N","","MASCULINO","21","JUVENTUD","Kennedy","FATAL"
"1879","12862170","A001570694","45064","21:03:00","2023","MAYO","JUEVES","45064","KR 14 - CL 1  02","VOLCAMIENTO","SANTA FE","1","MOTOCICLISTA","S","45064","MASCULINO","48","ADULTEZ","Centro Histórico","FATAL"
"1011","12861850","A001570695","45060","15:25:00","2023","MAYO","DOMINGO","45060","KR 86 - CL 6 D 02","CHOQUE","KENNEDY","2","MOTOCICLISTA","N","","MASCULINO","20","JUVENTUD","Tintal","FATAL"
"1999","12862057","A001570709","45062","11:10:00","2023","MAYO","MARTES","45062","KR 50 - CL 5 B 02","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","74","ADULTO MAYOR","Puente Aranda","FATAL"
"1998","12862041","A001570726","45059","23:50:00","2023","MAYO","SABADO","45059","KR 86 - CL 43 S 02","CHOQUE","KENNEDY","2","CICLISTA","S","45061","MASCULINO","32","ADULTEZ","Edén","FATAL"
"1002","12865589","A001570754","45100","15:43:00","2023","JUNIO","VIERNES","45100","KR 19 B - CL 24  02","CHOQUE","LOS MARTIRES","1","CONDUCTOR","N","","MASCULINO","34","ADULTEZ","Centro Histórico","FATAL"
"1306","12862157","A001570830","45063","20:15:00","2023","MAYO","MIERCOLES","45063","DG 46 S- KR 12 A 02","CHOQUE","RAFAEL URIBE URIBE","1","MOTOCICLISTA","S","45063","MASCULINO","18","JUVENTUD","Rafael Uribe","FATAL"
"1398","12862222","A001570917","45066","11:30:00","2023","MAYO","SABADO","45066","KR 78 - CL 41 G S 02","ATROPELLO","KENNEDY","0","PEATON","N","","FEMENINO","3","PRIMERA INFANCIA","Kennedy","FATAL"
"505","12864399","A001570954","45085","18:33:00","2023","JUNIO","JUEVES","45085","CL 19 A - KR 91  02","ATROPELLO","FONTIBON","0","PEATON","S","45095","FEMENINO","74","ADULTO MAYOR","Salitre","FATAL"
"16","12862268","A001570976","45068","01:00:00","2023","MAYO","LUNES","45068","AK 45 - CL 168  02","CAIDA DE OCUPANTE","SUBA","1","PASAJERO","S","45069","FEMENINO","44","ADULTEZ","Britalia","FATAL"
"1001","12864719","A001570978","45088","21:33:00","2023","JUNIO","DOMINGO","45088","CL 72 - KR 70  02","CHOQUE","ENGATIVA","1","CICLISTA","N","","FEMENINO","59","ADULTEZ","Tabora","FATAL"
"495","12862273","A001571004","45069","20:50:00","2023","MAYO","MARTES","45069","AV AVENIDA CIRCUNVALAR DEL SUR - CL 38  02","CHOQUE","SANTA FE","1","MOTOCICLISTA","N","","MASCULINO","24","JUVENTUD","Cerros Orientales","FATAL"
"1077","12863208","A001571021","45069","15:37:00","2023","MAYO","MARTES","45069","CL 13 - KR 10  02","ATROPELLO","SANTA FE","0","PEATON","S","45073","FEMENINO","73","ADULTO MAYOR","Centro Histórico","FATAL"
"1535","12862308","A001571068","45070","20:52:00","2023","MAYO","MIERCOLES","45070","CL 13 - KR 62  02","ATROPELLO","PUENTE ARANDA","0","PEATON","N","","MASCULINO","80","ADULTO MAYOR","Puente Aranda","FATAL"
